Unique Identifier,Name,Reports To,Line Detail 1,Line Detail 2,Organization Name
11435_Amani_FARAH,Amani FARAH,5209_Fabrice_COZIAN,Supply Chain Manager Sous-ensembles Electroniques et Electriques,M/OP/ISP/FR/EE/S (Le Plessis-Robinson),
11436_Antonin_ESSEIVA,Antonin ESSEIVA,5209_Fabrice_COZIAN,Apprenti(e) Approvisionneur Electroniques et Electriques,M/OP/ISP/FR/EE/S (Bourges Aéroport),
11437_Aurélien_BAOT,Aurélien BAOT,5209_Fabrice_COZIAN,Supply Chain Manager Sous-ensembles Electroniques et Electriques,M/OP/ISP/FR/EE/S (Bourges Aéroport),
11438_Benjamin_KWACZEWSKI,Benjamin KWACZEWSKI,5209_Fabrice_COZIAN,Supply Chain Manager Sous-ensembles Electroniques et Electriques,M/OP/ISP/FR/EE/S (Le Plessis-Robinson),
11439_Cécile_GORDET,Cécile GORDET,5209_Fabrice_COZIAN,Approvisionneur sous-ensembles électiques et électroniques,M/OP/ISP/FR/EE/S (Bourges Aéroport),
11440_Christian_SANQUER_(On_Leave),Christian SANQUER (On Leave),5209_Fabrice_COZIAN,Approvisionneur sous-ensembles,M/OP/ISP/FR/EE/S (Bourges Aéroport),
11441_Dominique_PICOT_(On_Leave),Dominique PICOT (On Leave),5209_Fabrice_COZIAN,Approvisionneur sous-ensembles,M/OP/ISP/FR/EE/S (Bourges Aéroport),
11442_Guillaume_CARRE,Guillaume CARRE,5209_Fabrice_COZIAN,Approvisionneur  sous-ensembles,M/OP/ISP/FR/EE/S (Bourges Aéroport),
11443_Kevin_BLANPAIN,Kevin BLANPAIN,5209_Fabrice_COZIAN,Approvisionneur sous-ensembles électroniques et électriques,M/OP/ISP/FR/EE/S (Bourges Aéroport),
11444_Nicolas_MASSOULIER,Nicolas MASSOULIER,5209_Fabrice_COZIAN,Approvisionneur  sous-ensembles électroniques et électriques,M/OP/ISP/FR/EE/S (Bourges Aéroport),
11445_Thibaut_BARDOT,Thibaut BARDOT,5209_Fabrice_COZIAN,Supply Chain Manager sous-ensembles Electriques et Electronique,M/OP/ISP/FR/EE/S (Bourges Aéroport),
11446_Xavier_DE_MONICAULT,Xavier DE MONICAULT,5209_Fabrice_COZIAN,Supply Chain Manager Sous-ensembles Electroniques et Electriques,M/OP/ISP/FR/EE/S (Bourges Aéroport),
11447_Benjamin_Kostick,Benjamin Kostick,5210_Guillaume_ROYER,ENGINEERING SUPPLY MANAGER,M/OP/ISP/IN/CM/M (Stevenage),
11448_Etienne_RAVARD,Etienne RAVARD,5210_Guillaume_ROYER,Engineering Supply Manager - Mécanique,M/OP/ISP/IN/CM/M (Bourges Aéroport),
11449_Alex_CHARPENTIER,Alex CHARPENTIER,5211_Nicolas_GORISSE,Assistant Achat Industriel Electronique et Electrique,M/OP/ISP/FR/EE/P (Bourges Aéroport),
11450_Anne-Laure_HANSER,Anne-Laure HANSER,5211_Nicolas_GORISSE,Acheteur Industriel Electronique et Electrique,M/OP/ISP/FR/EE/P (Bourges Aéroport),
11451_Antoine_DUMAS,Antoine DUMAS,5211_Nicolas_GORISSE,Acheteur Industriel Electronique et Electrique,M/OP/ISP/FR/EE/P (Le Plessis-Robinson),
11452_Aurélien_PENASSOU,Aurélien PENASSOU,5211_Nicolas_GORISSE,Apprenti(e) Acheteur Industriel,M/OP/ISP/FR/EE/P (Bourges Aéroport),
11453_Dalila_MOUBARIK,Dalila MOUBARIK,5211_Nicolas_GORISSE,Assistant(e) Achat Industriel Electronique et Electrique,M/OP/ISP/FR/EE/P (Le Plessis-Robinson),
11454_Florian_GIRE,Florian GIRE,5211_Nicolas_GORISSE,Procurement Category Manager,M/OP/ISP/FR/EE/P (Bourges Aéroport),
11455_Gabriel_LABRANA,Gabriel LABRANA,5211_Nicolas_GORISSE,APPRENTI(E) ACHETEUR ÉLECTRONIQUE F/H,M/OP/ISP/FR/EE/P (Le Plessis-Robinson),
11456_Geoffrey_MORAS,Geoffrey MORAS,5211_Nicolas_GORISSE,Acheteur Industriel Electronique et Electrique,M/OP/ISP/FR/EE/P (Le Plessis-Robinson),
11457_Guillaume_LOCANETTO,Guillaume LOCANETTO,5211_Nicolas_GORISSE,Category Manager France,M/OP/ISP/FR/EE/P (Le Plessis-Robinson),
11458_Hélène_POILPRE,Hélène POILPRE,5211_Nicolas_GORISSE,Acheteur Electronique,M/OP/ISP/FR/EE/P (Le Plessis-Robinson),
11459_Pauline_CARON,Pauline CARON,5211_Nicolas_GORISSE,APPRENTI(E) ASSISTANT(E) ACHATS F/H,M/OP/ISP/FR/EE/P (Le Plessis-Robinson),
11460_Pierre_LALANDE,Pierre LALANDE,5211_Nicolas_GORISSE,Acheteur Electronique,M/OP/ISP/FR/EE/P (Le Plessis-Robinson),
11461_Samantha_CHABROLLE,Samantha CHABROLLE,5211_Nicolas_GORISSE,Assistant(e) Achats,M/OP/ISP/FR/EE/P (Bourges Aéroport),
11462_Thomas_VEYLAND,Thomas VEYLAND,5211_Nicolas_GORISSE,Acheteur Industriel,M/OP/ISP/FR/EE/P (Le Plessis-Robinson),
11463_Adrien_GALLE,Adrien GALLE,5212_Vincent_BERTHE,Group Procurement Category Manager - Composants électroniques,M/OP/ISP/IN/CM/EE (Le Plessis-Robinson),
11464_Daniel_Rowland,Daniel Rowland,5212_Vincent_BERTHE,Group Category Manager,M/OP/ISP/IN/CM/EE (Stevenage),
11465_Julien_MEYER,Julien MEYER,5212_Vincent_BERTHE,Engineering Supply Manager - Electronique & Electrique,M/OP/ISP/IN/CM/EE (Le Plessis-Robinson),
11466_rav_SINGH,rav SINGH,5212_Vincent_BERTHE,ENGINEERING SUPPLY MANAGER,M/OP/ISP/IN/CM/EE (Stevenage),
11467_Jake_Hooley,Jake Hooley,5216_Anish_PATEL,Procurement & Supply Chain Analyst(UK),M/OP/ISP/B/UK/DMA (Stevenage),
11468_Jonathan_Howarth,Jonathan Howarth,5216_Anish_PATEL,Procurement & Supply Chain Analyst,M/OP/ISP/B/UK/DMA (Stevenage),
11469_Joshua_Bonner,Joshua Bonner,5216_Anish_PATEL,PROCUREMENT DATA & SYSTEMS ANALYST,M/OP/ISP/B/UK/DMA (Bolton),
11470_Susan_Parry_[C],Susan Parry [C],5217_DONNA_KILROY,SUBCONTRACTOR,M/OP/ISP/B/UK/SM (Stevenage),
11471_Allison_Imison,Allison Imison,5218_Les_Lawrence,Procurement and Supply Chain Improvement Lead,M/OP/ISP/UK/SL/SCE (Bolton),
11472_Daniel_Donohue,Daniel Donohue,5225_Alexander_Cain,Supply Chain Manager,M/OP/ISP/UK/SC/EQ (Bolton),
11473_David_Williams,David Williams,5225_Alexander_Cain,Supply Chain Manager,M/OP/ISP/UK/SC/EQ (Bolton),
11474_Paul_Jackson,Paul Jackson,5225_Alexander_Cain,Supplier Chain Manager,M/OP/ISP/UK/SC/EQ (Bolton),
11475_Carl_Pollock,Carl Pollock,5226_ALEX_CLOSE,Supply Chain Manager,M/OP/ISP/UK/SC/EE (Bolton),
11476_Graham_Nash,Graham Nash,5226_ALEX_CLOSE,Supply Chain Manager,M/OP/ISP/UK/SC/EE (Bolton),
11477_Rebecca_Kesmen,Rebecca Kesmen,5226_ALEX_CLOSE,Supply Chain Manager,M/OP/ISP/UK/SC/EE (Stevenage),
11478_William_McKinnon,William McKinnon,5226_ALEX_CLOSE,SUPPLY CHAIN MANAGER,M/OP/ISP/UK/SC/EE (Bolton),
11479_Ashley_Toohey,Ashley Toohey,5227_Chris_Tweed,Supply Chain Manager,M/OP/ISP/UK/SC/ME (Bolton),
11480_Brian_Sams,Brian Sams,5227_Chris_Tweed,Supplier Performance Manager,M/OP/ISP/UK/SC/ME (Bolton),
11481_David_Holland,David Holland,5227_Chris_Tweed,Supplier Development Manager,M/OP/ISP/UK/SC/ME (Bolton),
11482_MATT_COLES,MATT COLES,5227_Chris_Tweed,Supply Chain Manager,M/OP/ISP/UK/SC/ME (Stevenage),
11483_Neal_BENNET-WILLIAMS,Neal BENNET-WILLIAMS,5227_Chris_Tweed,Supply Chain Manager,M/OP/ISP/UK/SC/ME (Bolton),
11484_RAYMOND_LO,RAYMOND LO,5227_Chris_Tweed,SENIOR SUPPLY CHAIN MANAGER,M/OP/ISP/UK/SC/ME (Bristol),
11485_Andrew_John_Gethin,Andrew John Gethin,5228_Mark_Shaw,Supply Chain Manager,M/OP/ISP/UK/SC/S (Stevenage),
11486_Luke_Morgan,Luke Morgan,5228_Mark_Shaw,SUPPLY CHAIN MANAGER,M/OP/ISP/UK/SC/S (Stevenage),
11487_Samantha_Sharp,Samantha Sharp,5228_Mark_Shaw,Supply Chain Manager,M/OP/ISP/UK/SC/S (Stevenage),
11488_Sean_Howell,Sean Howell,5228_Mark_Shaw,Supply Chain Manager,M/OP/ISP/UK/SC/S (Stevenage),
11489_Alison_Middleton_[C],Alison Middleton [C],5229_THOMAS_HEATON,Industrial Manufacturing Engineer,M/OP/ISP/UK/SC/IME (Bolton),
11490_Anthony_Bloomfield_[C],Anthony Bloomfield [C],5229_THOMAS_HEATON,SUB CONTRACTOR,M/OP/ISP/UK/SC/IME (Bolton),
11491_Benjamin_Burnop,Benjamin Burnop,5229_THOMAS_HEATON,Industrial Manufacturing Engineer,M/OP/ISP/UK/SC/IME (Bolton),
11492_Coby_GOLDEN,Coby GOLDEN,5229_THOMAS_HEATON,Industrial Manufacturing Engineer,M/OP/ISP/UK/SC/IME (Bolton),
11493_GARY_TURNER,GARY TURNER,5229_THOMAS_HEATON,INDUSTRIAL MANUFACTURING ENGINEER,M/OP/ISP/UK/SC/IME (Bolton),
11494_Jatinder_Nagi,Jatinder Nagi,5229_THOMAS_HEATON,INDUSTRIAL MANUFACTURING ENGINEER,M/OP/ISP/UK/SC/IME (Stevenage),
11495_Nick_Fullman,Nick Fullman,5229_THOMAS_HEATON,Industrial Manufacturing Engineer,M/OP/ISP/UK/SC/IME (Bolton),
11496_Paul_FRYER,Paul FRYER,5229_THOMAS_HEATON,PRINCIPAL INDUSTRIAL MANUFACTURING ENGNR,M/OP/ISP/UK/SC/IME (Bolton),
11497_PAUL_RAMSDALE,PAUL RAMSDALE,5229_THOMAS_HEATON,Industrial Manufacturing Engineer,M/OP/ISP/UK/SC/IME (Bolton),
11498_PAUL_VANDENBERG,PAUL VANDENBERG,5229_THOMAS_HEATON,Industrial Manufacturing Engineer,M/OP/ISP/UK/SC/IME (Bolton),
11499_TIM_COOPER,TIM COOPER,5229_THOMAS_HEATON,PRINCIPAL INDUSTRIAL ENGINEER,M/OP/ISP/UK/SC/IME (Bolton),
11500_Caroline_Victoria_Reynolds,Caroline Victoria Reynolds,5238_Nicola_Blades,Supplier Planner,M/OP/ISP/UK/PP/PL (Bolton),
11501_CHRIS_PARKER,CHRIS PARKER,5238_Nicola_Blades,Supplier Planner,M/OP/ISP/UK/PP/PL (Bolton),
11502_Courtney_Fogg,Courtney Fogg,5238_Nicola_Blades,Supplier Planner,M/OP/ISP/UK/PP/PL (Bolton),
11503_Danielle_Elliot,Danielle Elliot,5238_Nicola_Blades,Supply Chain Planner,M/OP/ISP/UK/PP/PL (Bolton),
11504_Lydia_Pilling,Lydia Pilling,5238_Nicola_Blades,Supplier Planner,M/OP/ISP/UK/PP/PL (Bolton),
11505_Peter_Smith,Peter Smith,5238_Nicola_Blades,Supplier Planner,M/OP/ISP/UK/PP/PL (Bolton),
11506_Stacy_Bigland,Stacy Bigland,5238_Nicola_Blades,Supplier Planner,M/OP/ISP/UK/PP/PL (Bolton),
11507_Victoria_Ellen_Baldocke,Victoria Ellen Baldocke,5238_Nicola_Blades,Supplier Planner,M/OP/ISP/UK/PP/PL (Bolton),
11508_CAMERON_BROWN,CAMERON BROWN,5239_RICHARD_TREDINNICK,Procurement Team Lead,M/OP/ISP/UK/PP/PR (Stevenage),
11509_Ian_Whitehead,Ian Whitehead,5239_RICHARD_TREDINNICK,Procurement Team Lead,M/OP/ISP/UK/PP/PR (Stevenage),
11510_Joanne_Riley,Joanne Riley,5239_RICHARD_TREDINNICK,Operational Procurement Manager,M/OP/ISP/UK/PP/PR (Bolton),
11511_James_Coulson_[C],James Coulson [C],5246_Paul_Heaton,SUB CONTRACTOR,M/OP/ISP/UK/IV/FS (Bolton),
11512_RICHARD_GASSTON,RICHARD GASSTON,5247_STEPHEN_KELLY,INDUSTRIAL VALIDATION ENGINEER,M/OP/ISP/UK/IV/EQ (Stevenage),
11513_Callum_Nortje,Callum Nortje,5248_Thomas_HESLOP,Industrial Validation Engineer,M/OP/ISP/UK/IV/EV (Bolton),
11514_JACK_MCGARRITY,JACK MCGARRITY,5248_Thomas_HESLOP,Industrial Validation Engineer,M/OP/ISP/UK/IV/EV (Stevenage),
11515_Zoe_Johnson,Zoe Johnson,5248_Thomas_HESLOP,Industrial Validation Engineer,M/OP/ISP/UK/IV/EV (Bolton),
11516_ALESSANDRA_GENTILI,ALESSANDRA GENTILI,5258_Caroline_PILLOY,ITALY BUYER - GROUP DIGITAL AND MOBILITY,M/OP/ISP/I/DM/TC (Rome),
11517_Leila_BERBRA,Leila BERBRA,5258_Caroline_PILLOY,Acheteur Voyages et Communication,M/OP/ISP/I/DM/TC (Le Plessis-Robinson),
11518_Lou-Ann_LEBATTEUX,Lou-Ann LEBATTEUX,5258_Caroline_PILLOY,APPRENTI ACHATS INDIRECTS TRAVEL ET COMMUNICATION H/F,M/OP/ISP/I/DM/TC (Le Plessis-Robinson),
11519_MOLLY_IMPEY,MOLLY IMPEY,5258_Caroline_PILLOY,SENIOR BUYER,M/OP/ISP/I/DM/TC (Stevenage),
11520_Alessio_Vaccarini,Alessio Vaccarini,5259_MARCO_MONTEBELLO,Buyer,M/OP/ISP/I/DM/MS (Rome),
11521_ANNA_EREMINA,ANNA EREMINA,5259_MARCO_MONTEBELLO,Software's services Category Manager & Software Procurement Italy Lead Buyer,M/OP/ISP/I/DM/MS (Rome),
11522_DOMENICO_SPARVOLI,DOMENICO SPARVOLI,5259_MARCO_MONTEBELLO,OB - Acquisti (Italy),M/OP/ISP/I/DM/MS (Rome),
11523_CASPER_COOPER,CASPER COOPER,5260_Sophie_COUSIN,UK SENIOR BUYER - Group Digital and Mobility,M/OP/ISP/I/DM/IMC (Stevenage),
11524_Christelle_FLAMAND,Christelle FLAMAND,5260_Sophie_COUSIN,Acheteur Informatique,M/OP/ISP/I/DM/IMC (Le Plessis-Robinson),
11525_Guillaume_LOUISON,Guillaume LOUISON,5260_Sophie_COUSIN,Acheteur  Informatique,M/OP/ISP/I/DM/IMC (Le Plessis-Robinson),
11526_Jean_Pierre_JAU,Jean Pierre JAU,5260_Sophie_COUSIN,Acheteur Informatique,M/OP/ISP/I/DM/IMC (Le Plessis-Robinson),
11527_John_Yates,John Yates,5260_Sophie_COUSIN,"GROUP CATEGORY MANAGER - NETWORKS, TELCO, SECURITY AND CYBER",M/OP/ISP/I/DM/IMC (Stevenage),
11528_Jonathan_Knight,Jonathan Knight,5260_Sophie_COUSIN,Lead Buyer – information management and technology,M/OP/ISP/I/DM/IMC (Stevenage),
11529_Maxime_GIACOMUZZI,Maxime GIACOMUZZI,5260_Sophie_COUSIN,Group Category Manager - IT Hardware,M/OP/ISP/I/DM/IMC (Le Plessis-Robinson),
11530_Morgane_BOISSIN,Morgane BOISSIN,5260_Sophie_COUSIN,Acheteur Informatique,M/OP/ISP/I/DM/IMC (Le Plessis-Robinson),
11531_Syllia_BOUNDO,Syllia BOUNDO,5260_Sophie_COUSIN,Apprentie Acheteur Informatique (Hardware / Services / Logiciels),M/OP/ISP/I/DM/IMC (Le Plessis-Robinson),
11532_Augustin_DE_VIMAL_DU_BOUCHET,Augustin DE VIMAL DU BOUCHET,5261_Thibault_PERROT,Group Category Manager - Engineering and Manufacturing software,M/OP/ISP/I/DM/SW (Le Plessis-Robinson),
11533_Aurélia_THEVENOT,Aurélia THEVENOT,5261_Thibault_PERROT,Acheteur Software,M/OP/ISP/I/DM/SW (Le Plessis-Robinson),
11534_COLIN_BERRY,COLIN BERRY,5261_Thibault_PERROT,UK LEAD BUYER - SOFTWARE,M/OP/ISP/I/DM/SW (Stevenage),
11535_Florence_JOLY_ROTTER,Florence JOLY ROTTER,5261_Thibault_PERROT,Acheteur France - Logiciels et Services,M/OP/ISP/I/DM/SW (Le Plessis-Robinson),
11536_Gwendolyn_GOMIS,Gwendolyn GOMIS,5261_Thibault_PERROT,Apprentie acheteur informatique,M/OP/ISP/I/DM/SW (Le Plessis-Robinson),
11537_Kenzo_FERNANDEZ,Kenzo FERNANDEZ,5261_Thibault_PERROT,APPRENTI(E) ACHATS LOGICIEL H/F,M/OP/ISP/I/DM/SW (Le Plessis-Robinson),
11538_Lee_Carlisle,Lee Carlisle,5261_Thibault_PERROT,Lead Buyer,M/OP/ISP/I/DM/SW (Bolton),
11539_Rosalie_DA_SILVA,Rosalie DA SILVA,5261_Thibault_PERROT,Group Category Manager  - Enterprise Software and SaaS,M/OP/ISP/I/DM/SW (Le Plessis-Robinson),
11540_Sonia_HAMADOUCHE,Sonia HAMADOUCHE,5261_Thibault_PERROT,Group Category Manager - Software services,M/OP/ISP/I/DM/SW (Le Plessis-Robinson),
11541_AIDA_COSTA,AIDA COSTA,5270_FRANCESCA_MATTIOLI,ITALY BUYER - SITES,M/OP/ISP/I/IT/FM (Fusaro),
11542_ALESSANDRA_POLO,ALESSANDRA POLO,5270_FRANCESCA_MATTIOLI,ITALY BUYER - SITES,M/OP/ISP/I/IT/FM (Rome),
11543_FEDERICA_DI_BLASI,FEDERICA DI BLASI,5270_FRANCESCA_MATTIOLI,OB - Acquisti (Italy),M/OP/ISP/I/IT/FM (Rome),
11544_ILARIA_PANETTIERI,ILARIA PANETTIERI,5270_FRANCESCA_MATTIOLI,ITALY BUYER- SITE,M/OP/ISP/I/IT/FM (La Spezia),
11545_Devan_Angharad_Stuteley,Devan Angharad Stuteley,5275_GEORGE_SAYER,Senior Buyer,M/OP/ISP/I/UK/PS (Stevenage),
11546_KATIE_ELDER,KATIE ELDER,5275_GEORGE_SAYER,CATEGORY LEAD - PROFESSIONAL SERVICES,M/OP/ISP/I/UK/PS (Bolton),
11547_MATT_HORAN,MATT HORAN,5275_GEORGE_SAYER,Category Manager - Professional Services,M/OP/ISP/I/UK/PS (Bolton),
11548_SEAN_PAGE,SEAN PAGE,5275_GEORGE_SAYER,UK  SENIOR BUYER - SITES AND PROFESSIONAL SERVICES,M/OP/ISP/I/UK/PS (Stevenage),
11549_Anaïs_CHWIEDUCIK,Anaïs CHWIEDUCIK,5286_Peggy_SAGER,Apprenti(e) Achats indirects,M/OP/ISP/I/FR/FM (Le Plessis-Robinson),
11550_Antoine_ROQUE,Antoine ROQUE,5286_Peggy_SAGER,Acheteur Facility Management,M/OP/ISP/I/FR/FM (Le Plessis-Robinson),
11551_Christophe_ANGOULVENT,Christophe ANGOULVENT,5286_Peggy_SAGER,Acheteur Travaux et Infrastructures,M/OP/ISP/I/FR/FM (Le Plessis-Robinson),
11552_Elise_LEPITRE,Elise LEPITRE,5286_Peggy_SAGER,Acheteur Facility Management,M/OP/ISP/I/FR/FM (Le Plessis-Robinson),
11553_Florent_LEMERLE,Florent LEMERLE,5286_Peggy_SAGER,Acheteur Energies - Travaux et Infrastructures,M/OP/ISP/I/FR/FM (Bourges Aéroport),
11554_Karine_STELMASZACK,Karine STELMASZACK,5286_Peggy_SAGER,Acheteur Transports,M/OP/ISP/I/FR/FM (Le Plessis-Robinson),
11555_Ophélie_BUEMI,Ophélie BUEMI,5286_Peggy_SAGER,Category Manager - Travaux et Infrastructures,M/OP/ISP/I/FR/FM (Bourges Aéroport),
11556_Ophélie_FLACELIERE,Ophélie FLACELIERE,5286_Peggy_SAGER,Acheteur Travaux et Infrastructures,M/OP/ISP/I/FR/FM (Le Plessis-Robinson),
11557_Benoit_FAURE,Benoit FAURE,5314_Nathalie_JALLET,Controleur,M/OP/ISP/FR/MF/E (Bourges Aéroport),
11558_Charles_FOREST,Charles FOREST,5314_Nathalie_JALLET,Contrôleur,M/OP/ISP/FR/MF/E (Bourges Aéroport),
11559_Clément_LEFAUCHEUX,Clément LEFAUCHEUX,5314_Nathalie_JALLET,Apprenti(e) Contrôleur Qualité Sous-Ensembles Mécanique,M/OP/ISP/FR/MF/E (Selles Saint-Denis),
11560_David_VANG,David VANG,5314_Nathalie_JALLET,Controleur,M/OP/ISP/FR/MF/E (Bourges Aéroport),
11561_Elisabeth_HUBERT,Elisabeth HUBERT,5314_Nathalie_JALLET,Apprenti(e) Contrôleur Qualité Sous-Ensembles Mécanique,M/OP/ISP/FR/MF/E (Bourges Aéroport),
11562_Guillaume_KERDONCUFF,Guillaume KERDONCUFF,5314_Nathalie_JALLET,Controleur,M/OP/ISP/FR/MF/E (Bourges Aéroport),
11563_Isabelle_LARA,Isabelle LARA,5314_Nathalie_JALLET,Controleur,M/OP/ISP/FR/MF/E (Selles Saint-Denis),
11564_Jean-Baptiste_GALLOIS,Jean-Baptiste GALLOIS,5314_Nathalie_JALLET,Controleur,M/OP/ISP/FR/MF/E (Bourges Aéroport),
11565_Jean-Michel_TAILLANDIER,Jean-Michel TAILLANDIER,5314_Nathalie_JALLET,Controleur,M/OP/ISP/FR/MF/E (Bourges Aéroport),
11566_Jérôme_GIMONET,Jérôme GIMONET,5314_Nathalie_JALLET,Contrôleur qualité produits approvisionnés,M/OP/ISP/FR/MF/E (Bourges Aéroport),
11567_Julien_DAUMY,Julien DAUMY,5314_Nathalie_JALLET,Controleur,M/OP/ISP/FR/MF/E (Bourges Aéroport),
11568_Kévin_ASSIER,Kévin ASSIER,5314_Nathalie_JALLET,Controleur,M/OP/ISP/FR/MF/E (Bourges Aéroport),
11569_Lohan_BLIN,Lohan BLIN,5314_Nathalie_JALLET,Controleur,M/OP/ISP/FR/MF/E (Bourges Aéroport),
11570_Lucas_RENAUD,Lucas RENAUD,5314_Nathalie_JALLET,controleur,M/OP/ISP/FR/MF/E (Bourges Aéroport),
11571_Malaurie_MONTENOT_[C],Malaurie MONTENOT [C],5314_Nathalie_JALLET,Controleur,M/OP/ISP/FR/MF/E (Bourges Aéroport),
11572_Martin_COMBALIA,Martin COMBALIA,5314_Nathalie_JALLET,Controleur,M/OP/ISP/FR/MF/E (Selles Saint-Denis),
11573_Matthieu_DE_CARVALHO,Matthieu DE CARVALHO,5314_Nathalie_JALLET,Contrôleur,M/OP/ISP/FR/MF/E (Selles Saint-Denis),
11574_Pascal_MATHIAULT,Pascal MATHIAULT,5314_Nathalie_JALLET,Controleur,M/OP/ISP/FR/MF/E (Bourges Aéroport),
11575_Patrick_DURAND,Patrick DURAND,5314_Nathalie_JALLET,Controleur,M/OP/ISP/FR/MF/E (Selles Saint-Denis),
11576_Rémi_DESPLAS,Rémi DESPLAS,5314_Nathalie_JALLET,Controleur,M/OP/ISP/FR/MF/E (Bourges Aéroport),
11577_Romarick_BARDIOT,Romarick BARDIOT,5314_Nathalie_JALLET,Controleur,M/OP/ISP/FR/MF/E (Bourges Aéroport),
11578_Tiphanie_CUARTERO,Tiphanie CUARTERO,5314_Nathalie_JALLET,Controleur,M/OP/ISP/FR/MF/E (Selles Saint-Denis),
11579_Vincent_BINET,Vincent BINET,5314_Nathalie_JALLET,Contrôleur,M/OP/ISP/FR/MF/E (Bourges Aéroport),
11580_Yannick_LESAGE,Yannick LESAGE,5314_Nathalie_JALLET,Controleur,M/OP/ISP/FR/MF/E (Bourges Aéroport),
11581_Yannick_PRUCHNIEWSKI,Yannick PRUCHNIEWSKI,5314_Nathalie_JALLET,Controleur,M/OP/ISP/FR/MF/E (Bourges Aéroport),
11582_Alain_NICOLLE,Alain NICOLLE,5315_Nicolas_COFFIN,Acheteur Industriel,M/OP/ISP/FR/MF/P (Bourges Aéroport),
11583_Alexandre_DUPUIS,Alexandre DUPUIS,5315_Nicolas_COFFIN,Apprenti(e) Acheteur junior investissement,M/OP/ISP/FR/MF/P (Bourges Aéroport),
11584_Antoine_GALLIEN,Antoine GALLIEN,5315_Nicolas_COFFIN,Acheteur Industriel Mecanique,M/OP/ISP/FR/MF/P (Bourges Aéroport),
11585_Carla-Marie_DEFOORT,Carla-Marie DEFOORT,5315_Nicolas_COFFIN,Apprenti(e) Acheteur junior mécanique F/H,M/OP/ISP/FR/MF/P (Bourges Aéroport),
11586_Corentin_CHERITAT,Corentin CHERITAT,5315_Nicolas_COFFIN,Acheteur Industriel Mecanique,M/OP/ISP/FR/MF/P (Bourges Aéroport),
11587_Cyril_CHARRET,Cyril CHARRET,5315_Nicolas_COFFIN,Acheteur Industriel Mecanique,M/OP/ISP/FR/MF/P (Bourges Aéroport),
11588_Emilie_RIOLLAND,Emilie RIOLLAND,5315_Nicolas_COFFIN,Assistant(e) Achats,M/OP/ISP/FR/MF/P (Bourges Aéroport),
11589_Florian_GROSS,Florian GROSS,5315_Nicolas_COFFIN,Acheteur Industriel Mécanique,M/OP/ISP/FR/MF/P (Bourges Aéroport),
11590_Georges_VENCES,Georges VENCES,5315_Nicolas_COFFIN,Category Manager,M/OP/ISP/FR/MF/P (Bourges Aéroport),
11591_Jérôme_PATERNA,Jérôme PATERNA,5315_Nicolas_COFFIN,Acheteur Industriel Mecanique,M/OP/ISP/FR/MF/P (Bourges Aéroport),
11592_Jules_LERAILLER,Jules LERAILLER,5315_Nicolas_COFFIN,CONTRAT PRO - Acheteur mécanique junior F/H,M/OP/ISP/FR/MF/P (Bourges Aéroport),
11593_Julie_BOISSON,Julie BOISSON,5315_Nicolas_COFFIN,Assistant(e)  Achats,M/OP/ISP/FR/MF/P (Bourges Aéroport),
11594_Julie_SANDOR,Julie SANDOR,5315_Nicolas_COFFIN,Acheteur Industriel Mecanique,M/OP/ISP/FR/MF/P (Bourges Aéroport),
11595_Madeline_FER,Madeline FER,5315_Nicolas_COFFIN,Apprenti(e) Acheteur junior H/F,M/OP/ISP/FR/MF/P (Bourges Aéroport),
11596_Ophélie_LE_CAM,Ophélie LE CAM,5315_Nicolas_COFFIN,Category Manager,M/OP/ISP/FR/MF/P (Bourges Aéroport),
11597_Pascal_CHAMBON,Pascal CHAMBON,5315_Nicolas_COFFIN,Acheteur Industriel,M/OP/ISP/FR/MF/P (Bourges Aéroport),
11598_Remy_CRAVEIRO,Remy CRAVEIRO,5315_Nicolas_COFFIN,Acheteur Industriel Mecanique,M/OP/ISP/FR/MF/P (Bourges Aéroport),
11599_Sacha_BARNIER,Sacha BARNIER,5315_Nicolas_COFFIN,Apprenti(e) Acheteur junior Mécanique F/H,M/OP/ISP/FR/MF/P (Bourges Aéroport),
11600_Séverine_MICARD,Séverine MICARD,5315_Nicolas_COFFIN,Acheteur Industriel Mécanique,M/OP/ISP/FR/MF/P (Bourges Aéroport),
11601_Solène_GUILLEVIC,Solène GUILLEVIC,5315_Nicolas_COFFIN,Acheteur Industriel Mecanique,M/OP/ISP/FR/MF/P (Bourges Aéroport),
11602_Alan_PENSUET,Alan PENSUET,5316_Pascal_DAOUT,Approvisionneur sous-ensembles mécaniques,M/OP/ISP/FR/MF/A (Bourges Aéroport),
11603_Aloïs_CREPPY,Aloïs CREPPY,5316_Pascal_DAOUT,Approvisionneur sous-ensembles,M/OP/ISP/FR/MF/A (Bourges Aéroport),
11604_Anastasia_MERCIER,Anastasia MERCIER,5316_Pascal_DAOUT,Approvisionneur sous-ensembles,M/OP/ISP/FR/MF/A (Bourges Aéroport),
11605_André_QUELLIER,André QUELLIER,5316_Pascal_DAOUT,Approvisionneur sous-ensembles,M/OP/ISP/FR/MF/A (Bourges Aéroport),
11606_Cédric_PLUOT,Cédric PLUOT,5316_Pascal_DAOUT,Approvisionneur  sous-ensembles,M/OP/ISP/FR/MF/A (Bourges Aéroport),
